SRS ID,Reads File,Reads File Size,Reads File MD5
SRS054569,/HHS/Illumina/buccal_mucosa/SRS054569.tar.bz2,1760409564,e7c63f948e3af25795f34488cc8d3cdf
SRS043239,/HHS/Illumina/buccal_mucosa/SRS043239.tar.bz2,897187967,1e2661f6d7eb4a2397058f67bb9535fe
SRS057182,/HHS/Illumina/buccal_mucosa/SRS057182.tar.bz2,374073717,24d0bfe2421f3918ca64d4bdae33551f
SRS017441,/HHS/Illumina/buccal_mucosa/SRS017441.tar.bz2,736462935,347faf375c82437303473599b9dddb7b
SRS018359,/HHS/Illumina/buccal_mucosa/SRS018359.tar.bz2,1086453343,784fe32a0b0628e289d9ce2c2331ce91
SRS104388,/HHS/Illumina/PHASEII/buccal_mucosa/SRS104388.tar.bz2,6624012883,663a0f890ffa38a930f34698d5850c08
SRS051786,/HHS/Illumina/PHASEII/buccal_mucosa/SRS051786.tar.bz2,7502273635,046eab8f27350ebeb909c25ee64542b7
SRS145505,/HHS/Illumina/PHASEII/buccal_mucosa/SRS145505.tar.bz2,7611149594,7830e52de8c1ded5e4e1040859e1682b
SRS144494,/HHS/Illumina/PHASEII/buccal_mucosa/SRS144494.tar.bz2,6044332928,ad0df9a213ddd08b7a618e38d1954051
SRS014890,/HHS/Illumina/buccal_mucosa/SRS014890.tar.bz2,157995771,16e3de6268788bd2753ad3d01d221d73
SRS015154,/HHS/Illumina/buccal_mucosa/SRS015154.tar.bz2,486127009,c34d29fd263d4b35bbb739c7a006b7d1
SRS144092,/HHS/Illumina/PHASEII/buccal_mucosa/SRS144092.tar.bz2,6414085085,4a6ffe5754f143c4dc7209dd7d984a08
SRS143996,/HHS/Illumina/PHASEII/buccal_mucosa/SRS143996.tar.bz2,5652739556,ac531b5e1449fc72c9ae0e4ee906c92b
SRS013239,/HHS/Illumina/buccal_mucosa/SRS013239.tar.bz2,896066089,5b5cae3791f8b5bd518b6a2b0ac35352
SRS075406,/HHS/Illumina/buccal_mucosa/SRS075406.tar.bz2,698311168,9a0e2eae3cc7e5f8f39cd08960bca612
SRS078775,/HHS/Illumina/PHASEII/buccal_mucosa/SRS078775.tar.bz2,6562570383,53311bd697d5a842b8b12512ff06ea4b
SRS077075,/HHS/Illumina/PHASEII/buccal_mucosa/SRS077075.tar.bz2,6201948118,306870c721f834556387461eb3c84e6c
SRS016600,/HHS/Illumina/buccal_mucosa/SRS016600.tar.bz2,868467112,8d2d78e858527b1139776b2519d0aa5f
SRS100029,/HHS/Illumina/PHASEII/buccal_mucosa/SRS100029.tar.bz2,4731969992,670e102b4c416b765d8ca26e3a132b97
SRS049988,/HHS/Illumina/PHASEII/buccal_mucosa/SRS049988.tar.bz2,9840835061,54ab73f34512975f3f9807c883a5d5d5
SRS011310,/HHS/Illumina/buccal_mucosa/SRS011310.tar.bz2,1434647151,405c0e4bfddbb44071084e22e3aa6c36
SRS016039,/HHS/Illumina/buccal_mucosa/SRS016039.tar.bz2,672006614,13052a10599982d3a595030eda9ef0c2
SRS077738,/HHS/Illumina/buccal_mucosa/SRS077738.tar.bz2,289524370,27a41fc805b99b553b4556fc09c79944
SRS077283,/HHS/Illumina/PHASEII/buccal_mucosa/SRS077283.tar.bz2,5611778148,a1f019734fb663ac748cc632b457d2a9
SRS065431,/HHS/Illumina/buccal_mucosa/SRS065431.tar.bz2,39886438,7fe2439fc70e34fc3ca41d074ca5ba70
SRS024557,/HHS/Illumina/buccal_mucosa/SRS024557.tar.bz2,275426207,0f6a4ffd33702d25d6ce85f71971b989
SRS045262,/HHS/Illumina/buccal_mucosa/SRS045262.tar.bz2,1269722409,fb5a67d924954d5c6798e95d0a1f42e8
SRS019124,/HHS/Illumina/buccal_mucosa/SRS019124.tar.bz2,1795684950,9428d7706ac7af7bbec595d8871d4af0
SRS020858,/HHS/Illumina/buccal_mucosa/SRS020858.tar.bz2,957060483,86a970b2c854b706ccadcbf38df0e9fe
SRS015059,/HHS/Illumina/buccal_mucosa/SRS015059.tar.bz2,71631974,9d4dd8f13177dbf6c3e023fd55f08d3d
SRS015540,/HHS/Illumina/buccal_mucosa/SRS015540.tar.bz2,765432063,73ff6d9a18991964015bb98d0cd312fd
SRS048719,/HHS/Illumina/buccal_mucosa/SRS048719.tar.bz2,482110459,f4bbd30608d09c5925e9b412c8af6379
SRS017127,/HHS/Illumina/buccal_mucosa/SRS017127.tar.bz2,2220737513,ccc7105414e3d92301dd0eaba139cc27
SRS017687,/HHS/Illumina/buccal_mucosa/SRS017687.tar.bz2,614938324,374a83803b64bcc7e30843c8329425ac
SRS050628,/HHS/Illumina/buccal_mucosa/SRS050628.tar.bz2,1556971104,7f6a3b78dcea8bf8b4b1e4ba81ef43f8
SRS014686,/HHS/Illumina/buccal_mucosa/SRS014686.tar.bz2,438999628,6fb82bf74647224e940641b945a8ac84
SRS105117,/HHS/Illumina/PHASEII/buccal_mucosa/SRS105117.tar.bz2,5388584195,e0782691c1183ca0a3a75474a578a3b5
SRS042409,/HHS/Illumina/PHASEII/buccal_mucosa/SRS042409.tar.bz2,6697939289,cd56a4c8e814e5a8c974af42c3eeb0ff
SRS020222,/HHS/Illumina/buccal_mucosa/SRS020222.tar.bz2,426285456,5e15b7247ba76a26d2ef959cbd0c25d5
SRS017537,/HHS/Illumina/buccal_mucosa/SRS017537.tar.bz2,428783521,8b5a9510995631f8ae6ec9411fa3fbe1
SRS011247,/HHS/Illumina/buccal_mucosa/SRS011247.tar.bz2,1742396548,78a6db8899e74fc4de08afbffbe5a6a1
SRS015646,/HHS/Illumina/buccal_mucosa/SRS015646.tar.bz2,1185179767,6142bedc0c9b7b03c685282af53f9172
SRS017810,/HHS/Illumina/buccal_mucosa/SRS017810.tar.bz2,749983286,1212c9980028c660bd876e248c532525
SRS142660,/HHS/Illumina/PHASEII/buccal_mucosa/SRS142660.tar.bz2,3999994245,c1af49407f76d1b4602d3036aa5a476d
SRS143290,/HHS/Illumina/PHASEII/buccal_mucosa/SRS143290.tar.bz2,5659382474,7b3f64108603e0cd70e21b4746fe71d6
SRS149938,/HHS/Illumina/PHASEII/buccal_mucosa/SRS149938.tar.bz2,2813164526,74ac966d9f31d15c286ac95b59f5ef7f
SRS013506,/HHS/Illumina/buccal_mucosa/SRS013506.tar.bz2,1465158100,1c0bdf458fe597b36dd770fe3d13d4d5
SRS024347,/HHS/Illumina/buccal_mucosa/SRS024347.tar.bz2,820122950,971c25ce7459bc811932d3b5438d4e2a
SRS144372,/HHS/Illumina/PHASEII/buccal_mucosa/SRS144372.tar.bz2,5933124668,2269026917e72ae8b59a9bec4596d72c
SRS045638,/HHS/Illumina/PHASEII/buccal_mucosa/SRS045638.tar.bz2,7767387477,bcb0953e726c214b889ae4d2f3460ce0
SRS014472,/HHS/Illumina/buccal_mucosa/SRS014472.tar.bz2,181856675,82559820fcaec607dd104ff755424a30
SRS015040,/HHS/Illumina/buccal_mucosa/SRS015040.tar.bz2,702387979,791ce399ab1a51ff26b917f82bce5214
SRS015799,/HHS/Illumina/buccal_mucosa/SRS015799.tar.bz2,969863949,54201a11fb25cd05a118a5b63be8983f
SRS016088,/HHS/Illumina/buccal_mucosa/SRS016088.tar.bz2,97144961,adbdc5b00803c204ca749cc5b83d17df
SRS012281,/HHS/Illumina/buccal_mucosa/SRS012281.tar.bz2,87026816,e441c4a012883500150342e90aefdf5c
SRS016533,/HHS/Illumina/buccal_mucosa/SRS016533.tar.bz2,487607069,82f0837e9f60dc2e7f03278d0c5346a3
SRS143427,/HHS/Illumina/PHASEII/buccal_mucosa/SRS143427.tar.bz2,3856032954,ce1c132e8dcaa4877b55b6eb962578c6
SRS012918,/HHS/Illumina/PHASEII/buccal_mucosa/SRS012918.tar.bz2,5509609780,b6d856d770729fcd23e07a8ba4f77d4a
SRS098502,/HHS/Illumina/PHASEII/buccal_mucosa/SRS098502.tar.bz2,6320448781,cb279452a5f710d9f19e4089fab35e19
SRS019587,/HHS/Illumina/buccal_mucosa/SRS019587.tar.bz2,1662452218,f997596209df58c119d55e057c361165
SRS024140,/HHS/Illumina/buccal_mucosa/SRS024140.tar.bz2,815819851,19ca81fab81d34f5f565f4cf81d4be6a
SRS043676,/HHS/Illumina/buccal_mucosa/SRS043676.tar.bz2,1724582664,48962e5fd0f95722ee05a1c861eefe8c
SRS018661,/HHS/Illumina/buccal_mucosa/SRS018661.tar.bz2,343365315,d1235d450f1beaac1b26e3083a4b0e0e
SRS045254,/HHS/Illumina/buccal_mucosa/SRS045254.tar.bz2,424550621,617e4cab50b9c2adf53c764d1a14c40c
SRS015436,/HHS/Illumina/buccal_mucosa/SRS015436.tar.bz2,1548894002,7157262c7981200ad2d57e26693bf830
SRS017013,/HHS/Illumina/buccal_mucosa/SRS017013.tar.bz2,1678651407,03e2433bd09f9decbb71461226931579
SRS014126,/HHS/Illumina/buccal_mucosa/SRS014126.tar.bz2,887285562,78e36dd3b149af2bd764bf65c02d2528
SRS019976,/HHS/Illumina/buccal_mucosa/SRS019976.tar.bz2,555116795,21a3d9c950dc233ff57ec5b828e29a62
SRS022079,/HHS/Illumina/buccal_mucosa/SRS022079.tar.bz2,281148547,4e21f1a85745a317ca09723a198ffadd
SRS097866,/HHS/Illumina/PHASEII/buccal_mucosa/SRS097866.tar.bz2,4047322952,e1032597dc5202c4c14c184be4d2063e
SRS044472,/HHS/Illumina/PHASEII/buccal_mucosa/SRS044472.tar.bz2,6278354258,8d8d22e55780b5c52ff22aabeacf8897
SRS016742,/HHS/Illumina/PHASEII/buccal_mucosa/SRS016742.tar.bz2,6529073642,188ba278a6c530484b914376bfdcb4c4
SRS023987,/HHS/Illumina/buccal_mucosa/SRS023987.tar.bz2,1215927949,84a3cb631bec57923e555fe9ad48d331
SRS046686,/HHS/Illumina/buccal_mucosa/SRS046686.tar.bz2,2989019610,d05e0b4a4e580676e80330d1c6b19b54
SRS016196,/HHS/Illumina/buccal_mucosa/SRS016196.tar.bz2,433756489,3e9466c06b68459ddd1b94e646cf203e
SRS143608,/HHS/Illumina/PHASEII/buccal_mucosa/SRS143608.tar.bz2,6353168558,c593f90f5f81263e5eee8779a9ec69e9
SRS105070,/HHS/Illumina/PHASEII/buccal_mucosa/SRS105070.tar.bz2,3402777248,a859841743dcf4dfdee883d49fc5d901
SRS101384,/HHS/Illumina/PHASEII/buccal_mucosa/SRS101384.tar.bz2,4206915258,cb1e551769441d4ecb6f1ef27255b867
SRS104169,/HHS/Illumina/PHASEII/buccal_mucosa/SRS104169.tar.bz2,2694832160,d4c8e81299486149840e05e4ba7365c4
SRS098616,/HHS/Illumina/PHASEII/buccal_mucosa/SRS098616.tar.bz2,7593622922,236107d3f3b351018e4eb7394b49cbe7
SRS023534,/HHS/Illumina/buccal_mucosa/SRS023534.tar.bz2,56767428,e796cf9f1693e3a735023d316f48a402
SRS065133,/HHS/Illumina/buccal_mucosa/SRS065133.tar.bz2,31424108,36fd87eabd1db18df862c7450f796c4f
SRS140653,/HHS/Illumina/PHASEII/buccal_mucosa/SRS140653.tar.bz2,491220465,a104d5d7d92411ef8004ecc91436d973
SRS147334,/HHS/Illumina/PHASEII/buccal_mucosa/SRS147334.tar.bz2,3709457962,b78213810ac611c975ffa37366a77db7
SRS143832,/HHS/Illumina/PHASEII/buccal_mucosa/SRS143832.tar.bz2,3793525171,2a1baf2ff0acb637bb72700fd72fc439
SRS142531,/HHS/Illumina/PHASEII/buccal_mucosa/SRS142531.tar.bz2,5288834984,3143a9847f905798b2af50466688e880
SRS054776,/HHS/Illumina/buccal_mucosa/SRS054776.tar.bz2,776881191,1a8ea04bf712c92688d060f2bea8ef3b
SRS147933,/HHS/Illumina/PHASEII/buccal_mucosa/SRS147933.tar.bz2,3098985212,af4f0ef8638544a20f7a1c596a6faa85
SRS018443,/HHS/Illumina/buccal_mucosa/SRS018443.tar.bz2,6243680202,c29a640185686aa16449197ccec3083b
SRS022145,/HHS/Illumina/buccal_mucosa/SRS022145.tar.bz2,1004091323,5f21cc15c5ad01fc2172be91a74d4f89
SRS050029,/HHS/Illumina/buccal_mucosa/SRS050029.tar.bz2,1597013079,b4d62653a1e426c2cca9dd50c1ec9464
SRS075349,/HHS/Illumina/PHASEII/buccal_mucosa/SRS075349.tar.bz2,7501743655,e429728a137550f493b71b7d5d48d0ca
SRS013881,/HHS/Illumina/buccal_mucosa/SRS013881.tar.bz2,666575143,0be0baa5f4074ea1885b53ec1ed99b7f
SRS012985,/HHS/Illumina/PHASEII/buccal_mucosa/SRS012985.tar.bz2,7728166457,a8bf4c23ac56685808011051555acf03
SRS146979,/HHS/Illumina/PHASEII/buccal_mucosa/SRS146979.tar.bz2,5356406780,f419dcefff370c895c9d915250e8b6c3
SRS049283,/HHS/Illumina/buccal_mucosa/SRS049283.tar.bz2,109443259,ac3c9a23c56c5186d8260537129277da
SRS064809,/HHS/Illumina/buccal_mucosa/SRS064809.tar.bz2,728838507,7904d3e2e39d938157642c3349492735
SRS063287,/HHS/Illumina/buccal_mucosa/SRS063287.tar.bz2,1502784852,231f7c7d92adf31d0b1dc535d28a8774
SRS015374,/HHS/Illumina/buccal_mucosa/SRS015374.tar.bz2,394412321,0bce6a4a597c55ae867033fa7f617116
SRS024470,/HHS/Illumina/buccal_mucosa/SRS024470.tar.bz2,658229477,51ba1e467d3039c9aedba8ece28cb601
SRS056157,/HHS/Illumina/buccal_mucosa/SRS056157.tar.bz2,308592799,af25c4a86838c126a6aafca8d96b95d6
SRS056892,/HHS/Illumina/buccal_mucosa/SRS056892.tar.bz2,1526631487,54ed9c239337d0082884dc74b1062f43
SRS063478,/HHS/Illumina/buccal_mucosa/SRS063478.tar.bz2,204563138,9d1d5437b066bc6dad957c754697e674
SRS018971,/HHS/Illumina/buccal_mucosa/SRS018971.tar.bz2,786290980,d7dd5bb354ac8d6c0ca801e07c9b112c
SRS013945,/HHS/Illumina/buccal_mucosa/SRS013945.tar.bz2,2006042200,72df171a481e84dc401ba357bb2bce4d
SRS018149,/HHS/Illumina/buccal_mucosa/SRS018149.tar.bz2,5106745044,f4efe6e0d7215b5ccf19c678bb656133
SRS022625,/HHS/Illumina/buccal_mucosa/SRS022625.tar.bz2,1714046653,761eac81f6d7db0908c615f120b8fb49
SRS024377,/HHS/Illumina/buccal_mucosa/SRS024377.tar.bz2,695972307,6a37bdaa00b1806ac7322ea61e399d12
SRS011144,/HHS/Illumina/buccal_mucosa/SRS011144.tar.bz2,233426692,ae781cf1419a6b9b87db3c711b0307f7
SRS013825,/HHS/Illumina/buccal_mucosa/SRS013825.tar.bz2,563436760,b56b3f5e6041b6e5c29c5b878ad4b990
SRS042457,/HHS/Illumina/buccal_mucosa/SRS042457.tar.bz2,361308881,790d61cebb4423983e719bc28c680fe7
SRS043646,/HHS/Illumina/buccal_mucosa/SRS043646.tar.bz2,294821450,18dfb30d30cba2a1516f410ddae7c791
SRS011090,/HHS/Illumina/buccal_mucosa/SRS011090.tar.bz2,275812894,7f9eebcb529e830f7db78a520ac947d9
SRS078250,/HHS/Illumina/PHASEII/buccal_mucosa/SRS078250.tar.bz2,6277677773,91a39f11856830e93a889b0ce3dd654f
SRS144542,/HHS/Illumina/PHASEII/buccal_mucosa/SRS144542.tar.bz2,4616397094,c4dae1375753afa90e33d311e71ebe80
SRS019073,/HHS/Illumina/buccal_mucosa/SRS019073.tar.bz2,2405397030,4aa59b8f9bc6a79f66cf487981c21789
SRS019221,/HHS/Illumina/buccal_mucosa/SRS019221.tar.bz2,218664828,be262cbe24f68ab95177d4667fec903e
SRS058105,/HHS/Illumina/buccal_mucosa/SRS058105.tar.bz2,1597105423,32f5b9e3786e70c623ec663095729c38
SRS077767,/HHS/Illumina/PHASEII/buccal_mucosa/SRS077767.tar.bz2,7115695934,257c98919ee24c57b1d1e8cf14465434
SRS050905,/HHS/Illumina/PHASEII/buccal_mucosa/SRS050905.tar.bz2,9169379474,9c5b8d9c6146a5836d2017bce8cdf94b
SRS074972,/HHS/Illumina/PHASEII/buccal_mucosa/SRS074972.tar.bz2,9073362784,8f17844c2ce064692a33d429cb51b11a
SRS142936,/HHS/Illumina/PHASEII/buccal_mucosa/SRS142936.tar.bz2,4813565842,d8ca10fc1e1c27d3edf158ced79621da
SRS077491,/HHS/Illumina/PHASEII/buccal_mucosa/SRS077491.tar.bz2,6208310496,6fd1dbbbe806d5ef626c43a81ac7c228
SRS075927,/HHS/Illumina/PHASEII/buccal_mucosa/SRS075927.tar.bz2,3894226276,f385b42098856c38fb98165bffef77f8
SRS062878,/HHS/Illumina/hard_palate/SRS062878.tar.bz2,3816121779,b0733a4b194a8189d6f0a969df4a5775
SRS058646,/HHS/Illumina/PHASEII/left_retroauricular_crease/SRS058646.tar.bz2,6600551487,e284f9e45be0c09df653050eeea85af5
SRS102816,/HHS/Illumina/PHASEII/left_retroauricular_crease/SRS102816.tar.bz2,6370300184,c4b4f5b6425d2a481fed16668542b977
SRS075355,/HHS/Illumina/PHASEII/left_retroauricular_crease/SRS075355.tar.bz2,7763038782,e9da46370fc1eea7e852baf59d5670d3
SRS049547,/HHS/Illumina/PHASEII/left_retroauricular_crease/SRS049547.tar.bz2,7872487416,aa1d4fdd3a5cac2a648c4f8bfe933e33
SRS016944,/HHS/Illumina/left_retroauricular_crease/SRS016944.tar.bz2,270781891,225af4d878d9a3c8d2a0f2a20be4243a
SRS056699,/HHS/Illumina/PHASEII/left_retroauricular_crease/SRS056699.tar.bz2,5888545463,993157c7c5cd80a693ef629dc821aa49
SRS013258,/HHS/Illumina/left_retroauricular_crease/SRS013258.tar.bz2,1550446872,a56827ec36c7f7273f7219d4d54a196a
SRS075092,/HHS/Illumina/PHASEII/left_retroauricular_crease/SRS075092.tar.bz2,5334025611,e6d742091229a6f9be2ac941c85bfd58
SRS043610,/HHS/Illumina/PHASEII/left_retroauricular_crease/SRS043610.tar.bz2,7010857644,294efa58f30e1e9c6b118bbe02dcd1aa
SRS012924,/HHS/Illumina/PHASEII/left_retroauricular_crease/SRS012924.tar.bz2,4946311308,192ca20811ac6196ad3e5e2cb7d2895f
SRS053578,/HHS/Illumina/PHASEII/left_retroauricular_crease/SRS053578.tar.bz2,4284889449,6f0d46639933243c69e433d17045baab
SRS020261,/HHS/Illumina/left_retroauricular_crease/SRS020261.tar.bz2,2669224497,e79a5e2b0d3e82dc3db97b346e7b4c9a
SRS019015,/HHS/Illumina/left_retroauricular_crease/SRS019015.tar.bz2,388850339,a3c1348de933d8b9c017d416d48be2ea
SRS024596,/HHS/Illumina/left_retroauricular_crease/SRS024596.tar.bz2,2893430734,8bac9dd877bf1480676c984f79558168
SRS017849,/HHS/Illumina/left_retroauricular_crease/SRS017849.tar.bz2,5041006676,50452b9b04db83d1e39014e46cf3838b
SRS019063,/HHS/Illumina/left_retroauricular_crease/SRS019063.tar.bz2,443518114,de7fb60a1680c08aba666f1cfe6d5f39
SRS078433,/HHS/Illumina/PHASEII/left_retroauricular_crease/SRS078433.tar.bz2,7160828257,e657c370928f09b0ec6aab3acd203dfb
SRS057559,/HHS/Illumina/PHASEII/left_retroauricular_crease/SRS057559.tar.bz2,5632783994,ef722357022378edfaac84fcc874eb5e
SRS078679,/HHS/Illumina/PHASEII/left_retroauricular_crease/SRS078679.tar.bz2,5433153438,760c8f5bd29936ed6d82bf3a89c5eb3f
SRS077863,/HHS/Illumina/PHASEII/left_retroauricular_crease/SRS077863.tar.bz2,9450976005,0191de788ebf26c5db224147b83d215c
SRS077744,/HHS/Illumina/PHASEII/left_retroauricular_crease/SRS077744.tar.bz2,7627446555,e5e7b1a40e991319c5b1b459e31e72d1
SRS024620,/HHS/Illumina/left_retroauricular_crease/SRS024620.tar.bz2,231203167,a286cdc62000286673efaf67b5c72266
SRS024482,/HHS/Illumina/left_retroauricular_crease/SRS024482.tar.bz2,1029044039,cd4ee71a7af859dba4dfe43bbd573e2c
SRS148146,/HHS/Illumina/PHASEII/mid_vagina/SRS148146.tar.bz2,2633419323,787b4bd488fbddf3e534ecb3853af1b6
SRS104499,/HHS/Illumina/PHASEII/mid_vagina/SRS104499.tar.bz2,6931954109,d051d812e868d444cc4121cc3b8f981f
SRS146847,/HHS/Illumina/PHASEII/mid_vagina/SRS146847.tar.bz2,4972029499,11d24be04852b0428b8308befc4cf6db
SRS015072,/HHS/Illumina/mid_vagina/SRS015072.tar.bz2,70285643,039f08ba2b6405d8d441a25a73816f06
SRS075977,/HHS/Illumina/PHASEII/mid_vagina/SRS075977.tar.bz2,6996318155,257322e400d5669e31be8bc0a71fe387
SRS098585,/HHS/Illumina/PHASEII/mid_vagina/SRS098585.tar.bz2,4396870525,09f87b4ce5b79e73675ad62c119149a5
SRS097885,/HHS/Illumina/PHASEII/mid_vagina/SRS097885.tar.bz2,3343113889,153131197c36c09309729c0747eae1c6
SRS142957,/HHS/Illumina/PHASEII/mid_vagina/SRS142957.tar.bz2,4013280769,2dadeb807fae12cd30a76cb9e0fe105e
SRS144694,/HHS/Illumina/PHASEII/mid_vagina/SRS144694.tar.bz2,7030325093,47f72fcffc7d6a4a6c62645c909c0120
SRS098640,/HHS/Illumina/PHASEII/mid_vagina/SRS098640.tar.bz2,9960150383,1032ab067b292392285d73f8feeee84f
SRS014466,/HHS/Illumina/mid_vagina/SRS014466.tar.bz2,49164669,5e4a7b783cd03742228646f4299cd46f
SRS143776,/HHS/Illumina/PHASEII/mid_vagina/SRS143776.tar.bz2,3651567291,dcb1a150b6c457036840d20b42815669
SRS144674,/HHS/Illumina/PHASEII/palatine_tonsils/SRS144674.tar.bz2,6423763114,2876f38b2727b4678bc8964e6c59d450
SRS143210,/HHS/Illumina/PHASEII/palatine_tonsils/SRS143210.tar.bz2,6816246473,d01b97e55ee5ed403e53644c7560d0e4
SRS015061,/HHS/Illumina/palatine_tonsils/SRS015061.tar.bz2,272327125,8cf0c547f6113328b8871d9595801c52
SRS077308,/HHS/Illumina/PHASEII/palatine_tonsils/SRS077308.tar.bz2,5904774782,fdb4cb15d4129b94055d6f6c345a5293
SRS019026,/HHS/Illumina/palatine_tonsils/SRS019026.tar.bz2,1869625684,995f97158cc50a9909374582996b3454
SRS098620,/HHS/Illumina/PHASEII/palatine_tonsils/SRS098620.tar.bz2,3830313390,bac929944fd74e312251dd1782e826e2
SRS019126,/HHS/Illumina/palatine_tonsils/SRS019126.tar.bz2,4513377194,b8e2b71ec3cfd63add5c6b1ec41ae842
SRS148284,/HHS/Illumina/PHASEII/palatine_tonsils/SRS148284.tar.bz2,7384237839,5b64604e5f7eb1dd2a8f7e4d2d9253c2
SRS104287,/HHS/Illumina/PHASEII/palatine_tonsils/SRS104287.tar.bz2,6381482138,d8368645bf73fb81d2d38baed18aef4a
SRS014474,/HHS/Illumina/palatine_tonsils/SRS014474.tar.bz2,257104096,2e12e7fc5250d4626f276cd71ee3aff5
SRS013947,/HHS/Illumina/palatine_tonsils/SRS013947.tar.bz2,2008200347,fa69ae22d30716a84b70cc6def33ec02
SRS143756,/HHS/Illumina/PHASEII/palatine_tonsils/SRS143756.tar.bz2,7550618877,2f8c9f26d229b1935206d4bb5ba2d5c5
SRS063351,/HHS/Illumina/palatine_tonsils/SRS063351.tar.bz2,315629571,0f51c36ffec8a38aafbf2e6c208557f1
SRS143062,/HHS/Illumina/PHASEII/palatine_tonsils/SRS143062.tar.bz2,5291010086,6b118e6f1a28a665f1b4cd49f73d6384
SRS142973,/HHS/Illumina/PHASEII/palatine_tonsils/SRS142973.tar.bz2,645763347,674d6674cd82d1b97f7e3d4de77eecd9
SRS146746,/HHS/Illumina/PHASEII/palatine_tonsils/SRS146746.tar.bz2,688053249,063d4db46b6a0ce890297aedbf30132e
SRS144424,/HHS/Illumina/PHASEII/palatine_tonsils/SRS144424.tar.bz2,3100347109,cf72775ab4900f5a5efd1e141790a2ca
SRS147149,/HHS/Illumina/PHASEII/palatine_tonsils/SRS147149.tar.bz2,7496635621,53ee179c0583b65cee434382af005efc
SRS143537,/HHS/Illumina/PHASEII/palatine_tonsils/SRS143537.tar.bz2,261196518,87659debcb013e51278dba0ddf0e1a09
SRS103938,/HHS/Illumina/PHASEII/posterior_fornix/SRS103938.tar.bz2,2597468507,eddb6ddeb93d51da196801da2c806aa2
SRS024310,/HHS/Illumina/posterior_fornix/SRS024310.tar.bz2,1202964236,ecd22406fd8fe38b940778ad8cadeb30
SRS014494,/HHS/Illumina/posterior_fornix/SRS014494.tar.bz2,76611569,93c9ca6a177a4875da90b3362fd89b7e
SRS063417,/HHS/Illumina/posterior_fornix/SRS063417.tar.bz2,16646879,e2f835c31afbce87700b00ca8e061b49
SRS049237,/HHS/Illumina/posterior_fornix/SRS049237.tar.bz2,73388503,ccc3c6e7f83956f0520f0ec6ac346f94
SRS014343,/HHS/Illumina/posterior_fornix/SRS014343.tar.bz2,708231930,aee321dd03000bc9745c3ef107aabc10
SRS022092,/HHS/Illumina/posterior_fornix/SRS022092.tar.bz2,56121339,a46f9db845d7440f6df2707f32f3d486
SRS052620,/HHS/Illumina/posterior_fornix/SRS052620.tar.bz2,65642454,eac01361bfe56fa31a3e8b57e47c3048
SRS013542,/HHS/Illumina/posterior_fornix/SRS013542.tar.bz2,210996818,9e78cc15b2540746f3051fab46eed42e
SRS011269,/HHS/Illumina/posterior_fornix/SRS011269.tar.bz2,387030460,e7d80f24568cb696109504bb295a59ef
SRS098642,/HHS/Illumina/PHASEII/posterior_fornix/SRS098642.tar.bz2,5260681382,fae5b4f610d5a9593cfcbdd8c5a127bf
SRS052859,/HHS/Illumina/PHASEII/posterior_fornix/SRS052859.tar.bz2,9551403876,c2cab75c263cb01cc1961b2f58f85804
SRS019379,/HHS/Illumina/posterior_fornix/SRS019379.tar.bz2,49641194,a8a4a9b8be916d97d16cfec9b7d1b520
SRS142521,/HHS/Illumina/PHASEII/posterior_fornix/SRS142521.tar.bz2,5361703236,95ad3eae0bd3a7022ef4736b9f17734d
SRS142959,/HHS/Illumina/PHASEII/posterior_fornix/SRS142959.tar.bz2,3588524834,b875d61cfcb545c97c886cb026deb2d1
SRS078686,/HHS/Illumina/PHASEII/posterior_fornix/SRS078686.tar.bz2,3858223445,7e0c42b88986becb8dba3dc887c3685c
SRS064704,/HHS/Illumina/posterior_fornix/SRS064704.tar.bz2,133326453,308533e2d78dd745d307ca6866fd56a5
SRS142710,/HHS/Illumina/PHASEII/posterior_fornix/SRS142710.tar.bz2,3006812637,a1446637f42a76b316292005946da0a9
SRS097887,/HHS/Illumina/PHASEII/posterior_fornix/SRS097887.tar.bz2,5676027415,9f8a04f6b229bcf9b24440c7fc68fa8a
SRS077793,/HHS/Illumina/PHASEII/posterior_fornix/SRS077793.tar.bz2,3837186336,a7cc27be85252a7ad5019abe0d7a9634
SRS016516,/HHS/Illumina/posterior_fornix/SRS016516.tar.bz2,80023964,64f926a939b2bb8ec1b2354b2bb819d6
SRS023468,/HHS/Illumina/posterior_fornix/SRS023468.tar.bz2,6862114031,49bfd9274d9450c389b2ad0435fead0b
SRS098587,/HHS/Illumina/PHASEII/posterior_fornix/SRS098587.tar.bz2,2498807244,effc92f6f714def05d5495b0a2d9c8c3
SRS104416,/HHS/Illumina/PHASEII/posterior_fornix/SRS104416.tar.bz2,5285862753,3d0799da484225bd111fb74ef51c7b35
SRS140666,/HHS/Illumina/PHASEII/posterior_fornix/SRS140666.tar.bz2,922402576,b348bb6a52796a1ee4d64381cf1e9088
SRS049340,/HHS/Illumina/PHASEII/posterior_fornix/SRS049340.tar.bz2,3306630070,097a07d47ff660a9c2ba3f67b065a545
SRS147880,/HHS/Illumina/PHASEII/posterior_fornix/SRS147880.tar.bz2,5224005197,036a7708ce5a81c90476b6b9ebcef83b
SRS016111,/HHS/Illumina/posterior_fornix/SRS016111.tar.bz2,41372844,697001eaa1dab38debf563b7061a58f9
